"conversation","topic","rowid","setid","dataset","docnum","docid","wordct"
"UserB: hello!<br />UserA: Sup<br />UserB: hey whoa that&#x27;s cool well we could either end this chat or continue for more points up to you<br />UserA: Haha matched twice I&#x27;m good to go for both<br />UserB: WOOO nice this happens a lot at night<br />UserA: At night? That you have two chats going on with the same person haha?<br />UserB: LOL yeah like i keep getting the same person over and over again<br />UserA: Yeah. Have you been on here for long?<br />UserB: i just started like two days ago haha how about you?<br />UserA: Haha I started the first day this round but maybe skip a few<br />UserB: ahh wow how far are you in the leaderboards?<br />UserA: Oh, top 10<br />UserB: GEEEZ<br />UserA: You?<br />UserB: you&#x27;re bound to get something cool then struggling in the 20s ahha how&#x27;d you hear about it?<br />UserA: Um I think I got an email. I can&#x27;t really remember Haha so are you really striving to get up there? I might lose it, I don&#x27;t have as much time<br />UserB: ahhh yeah I got an email way late in the game so i&#x27;m trying to just catch up I really wanna win something substantial yknow<br />UserA: Haha what is substantial?<br />UserB: not the truffles LOL i just read the prizes list last night and idk if I really just wanna be receiving truffles<br />UserA: Haha yeah nice<br />UserB: whoever is holding that #1 spot is so good<br />UserA: No kidding. That&#x27;s crazy<br />UserB: maybe it&#x27;s just one of the developers trying to get as many people going as possible<br />UserA: Yeah maybe. Hopefully haha. It&#x27;s intimidating<br />UserB: it&#x27;s a lil crazy that&#x27;s for sure<br />UserA: So do you have any hidden talents or powers?<br />UserB: hmmm that&#x27;s a good questin question<br /><br />","continue, window, happen, contest, exit, lose, chat, Dang, wonder, match","112","Topic_words","cc","9","2504","357"
"UserB: hello!<br />UserA: Sup<br />UserB: hey whoa that&#x27;s cool well we could either end this chat or continue for more points up to you<br />UserA: Haha matched twice I&#x27;m good to go for both<br />UserB: WOOO nice this happens a lot at night<br />UserA: At night? That you have two chats going on with the same person haha?<br />UserB: LOL yeah like i keep getting the same person over and over again<br />UserA: Yeah. Have you been on here for long?<br />UserB: i just started like two days ago haha how about you?<br />UserA: Haha I started the first day this round but maybe skip a few<br />UserB: ahh wow how far are you in the leaderboards?<br />UserA: Oh, top 10<br />UserB: GEEEZ<br />UserA: You?<br />UserB: you&#x27;re bound to get something cool then struggling in the 20s ahha how&#x27;d you hear about it?<br />UserA: Um I think I got an email. I can&#x27;t really remember Haha so are you really striving to get up there? I might lose it, I don&#x27;t have as much time<br />UserB: ahhh yeah I got an email way late in the game so i&#x27;m trying to just catch up I really wanna win something substantial yknow<br />UserA: Haha what is substantial?<br />UserB: not the truffles LOL i just read the prizes list last night and idk if I really just wanna be receiving truffles<br />UserA: Haha yeah nice<br />UserB: whoever is holding that #1 spot is so good<br />UserA: No kidding. That&#x27;s crazy<br />UserB: maybe it&#x27;s just one of the developers trying to get as many people going as possible<br />UserA: Yeah maybe. Hopefully haha. It&#x27;s intimidating<br />UserB: it&#x27;s a lil crazy that&#x27;s for sure<br />UserA: So do you have any hidden talents or powers?<br />UserB: hmmm that&#x27;s a good questin question<br /><br />","People","112","Flan_topic","cc","9","2504","357"
"UserB: hello!<br />UserA: Sup<br />UserB: hey whoa that&#x27;s cool well we could either end this chat or continue for more points up to you<br />UserA: Haha matched twice I&#x27;m good to go for both<br />UserB: WOOO nice this happens a lot at night<br />UserA: At night? That you have two chats going on with the same person haha?<br />UserB: LOL yeah like i keep getting the same person over and over again<br />UserA: Yeah. Have you been on here for long?<br />UserB: i just started like two days ago haha how about you?<br />UserA: Haha I started the first day this round but maybe skip a few<br />UserB: ahh wow how far are you in the leaderboards?<br />UserA: Oh, top 10<br />UserB: GEEEZ<br />UserA: You?<br />UserB: you&#x27;re bound to get something cool then struggling in the 20s ahha how&#x27;d you hear about it?<br />UserA: Um I think I got an email. I can&#x27;t really remember Haha so are you really striving to get up there? I might lose it, I don&#x27;t have as much time<br />UserB: ahhh yeah I got an email way late in the game so i&#x27;m trying to just catch up I really wanna win something substantial yknow<br />UserA: Haha what is substantial?<br />UserB: not the truffles LOL i just read the prizes list last night and idk if I really just wanna be receiving truffles<br />UserA: Haha yeah nice<br />UserB: whoever is holding that #1 spot is so good<br />UserA: No kidding. That&#x27;s crazy<br />UserB: maybe it&#x27;s just one of the developers trying to get as many people going as possible<br />UserA: Yeah maybe. Hopefully haha. It&#x27;s intimidating<br />UserB: it&#x27;s a lil crazy that&#x27;s for sure<br />UserA: So do you have any hidden talents or powers?<br />UserB: hmmm that&#x27;s a good questin question<br /><br />","Lighter","112","Flan_topic2","cc","9","2504","357"
"UserB: hello!<br />UserA: Sup<br />UserB: hey whoa that&#x27;s cool well we could either end this chat or continue for more points up to you<br />UserA: Haha matched twice I&#x27;m good to go for both<br />UserB: WOOO nice this happens a lot at night<br />UserA: At night? That you have two chats going on with the same person haha?<br />UserB: LOL yeah like i keep getting the same person over and over again<br />UserA: Yeah. Have you been on here for long?<br />UserB: i just started like two days ago haha how about you?<br />UserA: Haha I started the first day this round but maybe skip a few<br />UserB: ahh wow how far are you in the leaderboards?<br />UserA: Oh, top 10<br />UserB: GEEEZ<br />UserA: You?<br />UserB: you&#x27;re bound to get something cool then struggling in the 20s ahha how&#x27;d you hear about it?<br />UserA: Um I think I got an email. I can&#x27;t really remember Haha so are you really striving to get up there? I might lose it, I don&#x27;t have as much time<br />UserB: ahhh yeah I got an email way late in the game so i&#x27;m trying to just catch up I really wanna win something substantial yknow<br />UserA: Haha what is substantial?<br />UserB: not the truffles LOL i just read the prizes list last night and idk if I really just wanna be receiving truffles<br />UserA: Haha yeah nice<br />UserB: whoever is holding that #1 spot is so good<br />UserA: No kidding. That&#x27;s crazy<br />UserB: maybe it&#x27;s just one of the developers trying to get as many people going as possible<br />UserA: Yeah maybe. Hopefully haha. It&#x27;s intimidating<br />UserB: it&#x27;s a lil crazy that&#x27;s for sure<br />UserA: So do you have any hidden talents or powers?<br />UserB: hmmm that&#x27;s a good questin question<br /><br />","compact, compress, condense, constrict, repel, shrink, sign, sign on, sign up, squeeze","115","Topic_words","cc","9","2504","357"
"UserB: hello!<br />UserA: Sup<br />UserB: hey whoa that&#x27;s cool well we could either end this chat or continue for more points up to you<br />UserA: Haha matched twice I&#x27;m good to go for both<br />UserB: WOOO nice this happens a lot at night<br />UserA: At night? That you have two chats going on with the same person haha?<br />UserB: LOL yeah like i keep getting the same person over and over again<br />UserA: Yeah. Have you been on here for long?<br />UserB: i just started like two days ago haha how about you?<br />UserA: Haha I started the first day this round but maybe skip a few<br />UserB: ahh wow how far are you in the leaderboards?<br />UserA: Oh, top 10<br />UserB: GEEEZ<br />UserA: You?<br />UserB: you&#x27;re bound to get something cool then struggling in the 20s ahha how&#x27;d you hear about it?<br />UserA: Um I think I got an email. I can&#x27;t really remember Haha so are you really striving to get up there? I might lose it, I don&#x27;t have as much time<br />UserB: ahhh yeah I got an email way late in the game so i&#x27;m trying to just catch up I really wanna win something substantial yknow<br />UserA: Haha what is substantial?<br />UserB: not the truffles LOL i just read the prizes list last night and idk if I really just wanna be receiving truffles<br />UserA: Haha yeah nice<br />UserB: whoever is holding that #1 spot is so good<br />UserA: No kidding. That&#x27;s crazy<br />UserB: maybe it&#x27;s just one of the developers trying to get as many people going as possible<br />UserA: Yeah maybe. Hopefully haha. It&#x27;s intimidating<br />UserB: it&#x27;s a lil crazy that&#x27;s for sure<br />UserA: So do you have any hidden talents or powers?<br />UserB: hmmm that&#x27;s a good questin question<br /><br />","Science/Tech","115","Flan_topic","cc","9","2504","357"
"UserB: hello!<br />UserA: Sup<br />UserB: hey whoa that&#x27;s cool well we could either end this chat or continue for more points up to you<br />UserA: Haha matched twice I&#x27;m good to go for both<br />UserB: WOOO nice this happens a lot at night<br />UserA: At night? That you have two chats going on with the same person haha?<br />UserB: LOL yeah like i keep getting the same person over and over again<br />UserA: Yeah. Have you been on here for long?<br />UserB: i just started like two days ago haha how about you?<br />UserA: Haha I started the first day this round but maybe skip a few<br />UserB: ahh wow how far are you in the leaderboards?<br />UserA: Oh, top 10<br />UserB: GEEEZ<br />UserA: You?<br />UserB: you&#x27;re bound to get something cool then struggling in the 20s ahha how&#x27;d you hear about it?<br />UserA: Um I think I got an email. I can&#x27;t really remember Haha so are you really striving to get up there? I might lose it, I don&#x27;t have as much time<br />UserB: ahhh yeah I got an email way late in the game so i&#x27;m trying to just catch up I really wanna win something substantial yknow<br />UserA: Haha what is substantial?<br />UserB: not the truffles LOL i just read the prizes list last night and idk if I really just wanna be receiving truffles<br />UserA: Haha yeah nice<br />UserB: whoever is holding that #1 spot is so good<br />UserA: No kidding. That&#x27;s crazy<br />UserB: maybe it&#x27;s just one of the developers trying to get as many people going as possible<br />UserA: Yeah maybe. Hopefully haha. It&#x27;s intimidating<br />UserB: it&#x27;s a lil crazy that&#x27;s for sure<br />UserA: So do you have any hidden talents or powers?<br />UserB: hmmm that&#x27;s a good questin question<br /><br />","squeezing","115","Flan_topic2","cc","9","2504","357"
"UserB: hello!<br />UserA: Sup<br />UserB: hey whoa that&#x27;s cool well we could either end this chat or continue for more points up to you<br />UserA: Haha matched twice I&#x27;m good to go for both<br />UserB: WOOO nice this happens a lot at night<br />UserA: At night? That you have two chats going on with the same person haha?<br />UserB: LOL yeah like i keep getting the same person over and over again<br />UserA: Yeah. Have you been on here for long?<br />UserB: i just started like two days ago haha how about you?<br />UserA: Haha I started the first day this round but maybe skip a few<br />UserB: ahh wow how far are you in the leaderboards?<br />UserA: Oh, top 10<br />UserB: GEEEZ<br />UserA: You?<br />UserB: you&#x27;re bound to get something cool then struggling in the 20s ahha how&#x27;d you hear about it?<br />UserA: Um I think I got an email. I can&#x27;t really remember Haha so are you really striving to get up there? I might lose it, I don&#x27;t have as much time<br />UserB: ahhh yeah I got an email way late in the game so i&#x27;m trying to just catch up I really wanna win something substantial yknow<br />UserA: Haha what is substantial?<br />UserB: not the truffles LOL i just read the prizes list last night and idk if I really just wanna be receiving truffles<br />UserA: Haha yeah nice<br />UserB: whoever is holding that #1 spot is so good<br />UserA: No kidding. That&#x27;s crazy<br />UserB: maybe it&#x27;s just one of the developers trying to get as many people going as possible<br />UserA: Yeah maybe. Hopefully haha. It&#x27;s intimidating<br />UserB: it&#x27;s a lil crazy that&#x27;s for sure<br />UserA: So do you have any hidden talents or powers?<br />UserB: hmmm that&#x27;s a good questin question<br /><br />","like, yeah, just, really, oh, haha, know, think, ha, good","288","Topic_words","cc","9","2504","357"
"UserB: hello!<br />UserA: Sup<br />UserB: hey whoa that&#x27;s cool well we could either end this chat or continue for more points up to you<br />UserA: Haha matched twice I&#x27;m good to go for both<br />UserB: WOOO nice this happens a lot at night<br />UserA: At night? That you have two chats going on with the same person haha?<br />UserB: LOL yeah like i keep getting the same person over and over again<br />UserA: Yeah. Have you been on here for long?<br />UserB: i just started like two days ago haha how about you?<br />UserA: Haha I started the first day this round but maybe skip a few<br />UserB: ahh wow how far are you in the leaderboards?<br />UserA: Oh, top 10<br />UserB: GEEEZ<br />UserA: You?<br />UserB: you&#x27;re bound to get something cool then struggling in the 20s ahha how&#x27;d you hear about it?<br />UserA: Um I think I got an email. I can&#x27;t really remember Haha so are you really striving to get up there? I might lose it, I don&#x27;t have as much time<br />UserB: ahhh yeah I got an email way late in the game so i&#x27;m trying to just catch up I really wanna win something substantial yknow<br />UserA: Haha what is substantial?<br />UserB: not the truffles LOL i just read the prizes list last night and idk if I really just wanna be receiving truffles<br />UserA: Haha yeah nice<br />UserB: whoever is holding that #1 spot is so good<br />UserA: No kidding. That&#x27;s crazy<br />UserB: maybe it&#x27;s just one of the developers trying to get as many people going as possible<br />UserA: Yeah maybe. Hopefully haha. It&#x27;s intimidating<br />UserB: it&#x27;s a lil crazy that&#x27;s for sure<br />UserA: So do you have any hidden talents or powers?<br />UserB: hmmm that&#x27;s a good questin question<br /><br />","People","288","Flan_topic","cc","9","2504","357"
"UserB: hello!<br />UserA: Sup<br />UserB: hey whoa that&#x27;s cool well we could either end this chat or continue for more points up to you<br />UserA: Haha matched twice I&#x27;m good to go for both<br />UserB: WOOO nice this happens a lot at night<br />UserA: At night? That you have two chats going on with the same person haha?<br />UserB: LOL yeah like i keep getting the same person over and over again<br />UserA: Yeah. Have you been on here for long?<br />UserB: i just started like two days ago haha how about you?<br />UserA: Haha I started the first day this round but maybe skip a few<br />UserB: ahh wow how far are you in the leaderboards?<br />UserA: Oh, top 10<br />UserB: GEEEZ<br />UserA: You?<br />UserB: you&#x27;re bound to get something cool then struggling in the 20s ahha how&#x27;d you hear about it?<br />UserA: Um I think I got an email. I can&#x27;t really remember Haha so are you really striving to get up there? I might lose it, I don&#x27;t have as much time<br />UserB: ahhh yeah I got an email way late in the game so i&#x27;m trying to just catch up I really wanna win something substantial yknow<br />UserA: Haha what is substantial?<br />UserB: not the truffles LOL i just read the prizes list last night and idk if I really just wanna be receiving truffles<br />UserA: Haha yeah nice<br />UserB: whoever is holding that #1 spot is so good<br />UserA: No kidding. That&#x27;s crazy<br />UserB: maybe it&#x27;s just one of the developers trying to get as many people going as possible<br />UserA: Yeah maybe. Hopefully haha. It&#x27;s intimidating<br />UserB: it&#x27;s a lil crazy that&#x27;s for sure<br />UserA: So do you have any hidden talents or powers?<br />UserB: hmmm that&#x27;s a good questin question<br /><br />","Science/Tech","288","Flan_topic2","cc","9","2504","357"
"UserB: hello!<br />UserA: Sup<br />UserB: hey whoa that&#x27;s cool well we could either end this chat or continue for more points up to you<br />UserA: Haha matched twice I&#x27;m good to go for both<br />UserB: WOOO nice this happens a lot at night<br />UserA: At night? That you have two chats going on with the same person haha?<br />UserB: LOL yeah like i keep getting the same person over and over again<br />UserA: Yeah. Have you been on here for long?<br />UserB: i just started like two days ago haha how about you?<br />UserA: Haha I started the first day this round but maybe skip a few<br />UserB: ahh wow how far are you in the leaderboards?<br />UserA: Oh, top 10<br />UserB: GEEEZ<br />UserA: You?<br />UserB: you&#x27;re bound to get something cool then struggling in the 20s ahha how&#x27;d you hear about it?<br />UserA: Um I think I got an email. I can&#x27;t really remember Haha so are you really striving to get up there? I might lose it, I don&#x27;t have as much time<br />UserB: ahhh yeah I got an email way late in the game so i&#x27;m trying to just catch up I really wanna win something substantial yknow<br />UserA: Haha what is substantial?<br />UserB: not the truffles LOL i just read the prizes list last night and idk if I really just wanna be receiving truffles<br />UserA: Haha yeah nice<br />UserB: whoever is holding that #1 spot is so good<br />UserA: No kidding. That&#x27;s crazy<br />UserB: maybe it&#x27;s just one of the developers trying to get as many people going as possible<br />UserA: Yeah maybe. Hopefully haha. It&#x27;s intimidating<br />UserB: it&#x27;s a lil crazy that&#x27;s for sure<br />UserA: So do you have any hidden talents or powers?<br />UserB: hmmm that&#x27;s a good questin question<br /><br />","im, am, you, go, about, doing, haha, get, things, be","292","Topic_words","cc","9","2504","357"
"UserB: hello!<br />UserA: Sup<br />UserB: hey whoa that&#x27;s cool well we could either end this chat or continue for more points up to you<br />UserA: Haha matched twice I&#x27;m good to go for both<br />UserB: WOOO nice this happens a lot at night<br />UserA: At night? That you have two chats going on with the same person haha?<br />UserB: LOL yeah like i keep getting the same person over and over again<br />UserA: Yeah. Have you been on here for long?<br />UserB: i just started like two days ago haha how about you?<br />UserA: Haha I started the first day this round but maybe skip a few<br />UserB: ahh wow how far are you in the leaderboards?<br />UserA: Oh, top 10<br />UserB: GEEEZ<br />UserA: You?<br />UserB: you&#x27;re bound to get something cool then struggling in the 20s ahha how&#x27;d you hear about it?<br />UserA: Um I think I got an email. I can&#x27;t really remember Haha so are you really striving to get up there? I might lose it, I don&#x27;t have as much time<br />UserB: ahhh yeah I got an email way late in the game so i&#x27;m trying to just catch up I really wanna win something substantial yknow<br />UserA: Haha what is substantial?<br />UserB: not the truffles LOL i just read the prizes list last night and idk if I really just wanna be receiving truffles<br />UserA: Haha yeah nice<br />UserB: whoever is holding that #1 spot is so good<br />UserA: No kidding. That&#x27;s crazy<br />UserB: maybe it&#x27;s just one of the developers trying to get as many people going as possible<br />UserA: Yeah maybe. Hopefully haha. It&#x27;s intimidating<br />UserB: it&#x27;s a lil crazy that&#x27;s for sure<br />UserA: So do you have any hidden talents or powers?<br />UserB: hmmm that&#x27;s a good questin question<br /><br />","People","292","Flan_topic","cc","9","2504","357"
"UserB: hello!<br />UserA: Sup<br />UserB: hey whoa that&#x27;s cool well we could either end this chat or continue for more points up to you<br />UserA: Haha matched twice I&#x27;m good to go for both<br />UserB: WOOO nice this happens a lot at night<br />UserA: At night? That you have two chats going on with the same person haha?<br />UserB: LOL yeah like i keep getting the same person over and over again<br />UserA: Yeah. Have you been on here for long?<br />UserB: i just started like two days ago haha how about you?<br />UserA: Haha I started the first day this round but maybe skip a few<br />UserB: ahh wow how far are you in the leaderboards?<br />UserA: Oh, top 10<br />UserB: GEEEZ<br />UserA: You?<br />UserB: you&#x27;re bound to get something cool then struggling in the 20s ahha how&#x27;d you hear about it?<br />UserA: Um I think I got an email. I can&#x27;t really remember Haha so are you really striving to get up there? I might lose it, I don&#x27;t have as much time<br />UserB: ahhh yeah I got an email way late in the game so i&#x27;m trying to just catch up I really wanna win something substantial yknow<br />UserA: Haha what is substantial?<br />UserB: not the truffles LOL i just read the prizes list last night and idk if I really just wanna be receiving truffles<br />UserA: Haha yeah nice<br />UserB: whoever is holding that #1 spot is so good<br />UserA: No kidding. That&#x27;s crazy<br />UserB: maybe it&#x27;s just one of the developers trying to get as many people going as possible<br />UserA: Yeah maybe. Hopefully haha. It&#x27;s intimidating<br />UserB: it&#x27;s a lil crazy that&#x27;s for sure<br />UserA: So do you have any hidden talents or powers?<br />UserB: hmmm that&#x27;s a good questin question<br /><br />","affaire","292","Flan_topic2","cc","9","2504","357"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","lady,  treasure,  night,  dinner,  behavior,  offense,  manners","9999","Human_keywords","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","Playful post-date message","9999","Human_friendly_topic","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","plan, iSubject, HOU, change, receive, forward, ECT, AMiTo, follow, need","88","Topic_words","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","iSubject","88","Flan_topic","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","iSubject","88","Flan_topic2","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","division, balance, crease, residuum, residual, residue, stratum, class, course, level","91","Topic_words","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","metal","91","Flan_topic","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","Mortal","91","Flan_topic2","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","HOU, ECT, Allen, forward, K, iSubject, ECT@ECT, John, Mike, Phillip","240","Topic_words","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","ECT@ECT","240","Flan_topic","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","Electricity healing","240","Flan_topic2","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","draw, hold, change, run, guide, lead, take in, carry, consider, convey","243","Topic_words","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","Sports","243","Flan_topic","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","Actor","243","Flan_topic2","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","need, HOU, iSubject, year, work, Phillip, forward, ECT, gas, plan","256","Topic_words","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","iSubject","256","Flan_topic","ee","78","4128","134"
"Last night<br />Lady, c&#x27;mon...you&#x27;re just one of the guys!  Wanna go to Treasures tonight?<br /><br />From: Margaret Allen@ENRON on 10/13/2000 08:39 AM<br />To: John Arnold/HOU/ECT@ECT<br />cc:  <br />Subject: Last night<br />Hey Buster John,<br />Despite the X&#x27;s you received last night for your ill behavior, I wanted to <br />thank you for dinner because I had a great time.  Although, I do take <br />personal offense to being flipped off at least 5 times in the course of <br />dinner. Watch your manners when your with a lady!<br />I hope you have a great Friday and today is one of your top 5 too!<br />MSA<br />","iSubject","256","Flan_topic2","ee","78","4128","134"
